profile,sub-profile,tools,ne_yapar,islem,salt_okunur,token,kaynak_kok,domain,operasyon,http,path,apple_aciklama
game-center,gc-matchmaking,game_center_matchmaking_rules__matchmaking_rule_errors__metrics,eşleştirme kuralı → matchmaking rule errors · ölçüm getir,ölçüm getir,EVET,255,game_center_matchmaking_rules,game_center,game_center_matchmaking_rules.matchmaking_rule_errors.metrics,GET,/v1/gameCenterMatchmakingRules/{id}/metrics/matchmakingRuleErrors,"Read matchmaking rule errors metrics for a Game Center matchmaking rule. Returns aggregated time-series data, not individual records."
game-center,gc-matchmaking,game_center_matchmaking_rules__update,eşleştirme kuralı · güncelle,güncelle,HAYIR,61,game_center_matchmaking_rules,game_center,game_center_matchmaking_rules.update,PATCH,/v1/gameCenterMatchmakingRules/{id},Update a Game Center matchmaking rule.
game-center,gc-matchmaking,game_center_matchmaking_teams__create,eşleştirme takımı · oluştur,oluştur,HAYIR,60,game_center_matchmaking_teams,game_center,game_center_matchmaking_teams.create,POST,/v1/gameCenterMatchmakingTeams,Create a Game Center matchmaking team.
game-center,gc-matchmaking,game_center_matchmaking_teams__delete,eşleştirme takımı · sil,sil,HAYIR,61,game_center_matchmaking_teams,game_center,game_center_matchmaking_teams.delete,DELETE,/v1/gameCenterMatchmakingTeams/{id},Delete a Game Center matchmaking team.
game-center,gc-matchmaking,game_center_matchmaking_teams__update,eşleştirme takımı · güncelle,güncelle,HAYIR,61,game_center_matchmaking_teams,game_center,game_center_matchmaking_teams.update,PATCH,/v1/gameCenterMatchmakingTeams/{id},Update a Game Center matchmaking team.
core,,apps__app_encryption_declarations__list,uygulama → şifreleme beyanı · listele,listele,EVET,181,apps,apps,apps.app_encryption_declarations.list,GET,/v1/apps/{id}/appEncryptionDeclarations,List the app encryption declarations belonging to an app.
core,,apps__app_store_versions__list,uygulama → App Store sürümü · listele,listele,EVET,518,apps,apps,apps.app_store_versions.list,GET,/v1/apps/{id}/appStoreVersions,"List App Store versions for an app, with their review state (e.g. PREPARE_FOR_SUBMISSION, WAITING_FOR_REVIEW, READY_FOR_SALE)."
core,,apps__beta_groups__list,uygulama → beta grubu · listele,listele,EVET,77,apps,apps,apps.beta_groups.list,GET,/v1/apps/{id}/betaGroups,List the beta groups belonging to an app.
core,,apps__builds__list,uygulama → build · listele,listele,EVET,84,apps,apps,apps.builds.list,GET,/v1/apps/{id}/builds,"List builds uploaded for an app, newest first when sorted by -uploadedDate."
core,,apps__get,uygulama · getir,getir,EVET,213,apps,apps,apps.get,GET,/v1/apps/{id},"Read one app by ID, including bundle ID, SKU and primary locale."
core,,apps__list,uygulama · listele,listele,EVET,833,apps,apps,apps.list,GET,/v1/apps,List all apps in your App Store Connect account. Start here when you need an app ID.
core,,asc__discover_domains,domainleri listele,getir,EVET,60,(makro),meta,(elle yazılmış),-,-,
core,,asc__search_tools,yüklü olmayanlar dahil araç ara,getir,EVET,60,(makro),meta,(elle yazılmış),-,-,
core,,asc__status,bağlantı/kimlik durumu,getir,EVET,60,(makro),meta,(elle yazılmış),-,-,
marketing,app-event,app_event_localizations__app_event_screenshots__list,etkinlik dil metni → etkinlik ekran görüntüsü · listele,listele,EVET,124,app_event_localizations,marketing,app_event_localizations.app_event_screenshots.list,GET,/v1/appEventLocalizations/{id}/appEventScreenshots,List the app event screenshots belonging to an app event localization.
marketing,app-event,app_event_localizations__app_event_video_clips__list,etkinlik dil metni → etkinlik videosu · listele,listele,EVET,124,app_event_localizations,marketing,app_event_localizations.app_event_video_clips.list,GET,/v1/appEventLocalizations/{id}/appEventVideoClips,List the app event video clips belonging to an app event localization.
marketing,app-event,app_event_localizations__create,etkinlik dil metni · oluştur,oluştur,HAYIR,57,app_event_localizations,marketing,app_event_localizations.create,POST,/v1/appEventLocalizations,Create an app event localization.
marketing,app-event,app_event_localizations__delete,etkinlik dil metni · sil,sil,HAYIR,58,app_event_localizations,marketing,app_event_localizations.delete,DELETE,/v1/appEventLocalizations/{id},Delete an app event localization.
marketing,app-event,app_event_localizations__get,etkinlik dil metni · getir,getir,EVET,99,app_event_localizations,marketing,app_event_localizations.get,GET,/v1/appEventLocalizations/{id},Read one app event localization by ID.
marketing,app-event,app_event_localizations__update,etkinlik dil metni · güncelle,güncelle,HAYIR,58,app_event_localizations,marketing,app_event_localizations.update,PATCH,/v1/appEventLocalizations/{id},Update an app event localization.
marketing,app-event,app_event_screenshots__create,etkinlik ekran görüntüsü · oluştur,oluştur,HAYIR,56,app_event_screenshots,marketing,app_event_screenshots.create,POST,/v1/appEventScreenshots,Create an app event screenshot.
marketing,app-event,app_event_screenshots__delete,etkinlik ekran görüntüsü · sil,sil,HAYIR,57,app_event_screenshots,marketing,app_event_screenshots.delete,DELETE,/v1/appEventScreenshots/{id},Delete an app event screenshot.
marketing,app-event,app_event_screenshots__get,etkinlik ekran görüntüsü · getir,getir,EVET,90,app_event_screenshots,marketing,app_event_screenshots.get,GET,/v1/appEventScreenshots/{id},Read one app event screenshot by ID.
marketing,app-event,app_event_screenshots__update,etkinlik ekran görüntüsü · güncelle,güncelle,HAYIR,57,app_event_screenshots,marketing,app_event_screenshots.update,PATCH,/v1/appEventScreenshots/{id},Update an app event screenshot.
marketing,app-event,app_event_video_clips__create,etkinlik videosu · oluştur,oluştur,HAYIR,56,app_event_video_clips,marketing,app_event_video_clips.create,POST,/v1/appEventVideoClips,Create an app event video clip.
marketing,app-event,app_event_video_clips__delete,etkinlik videosu · sil,sil,HAYIR,57,app_event_video_clips,marketing,app_event_video_clips.delete,DELETE,/v1/appEventVideoClips/{id},Delete an app event video clip.
marketing,app-event,app_event_video_clips__get,etkinlik videosu · getir,getir,EVET,90,app_event_video_clips,marketing,app_event_video_clips.get,GET,/v1/appEventVideoClips/{id},Read one app event video clip by ID.
marketing,app-event,app_event_video_clips__update,etkinlik videosu · güncelle,güncelle,HAYIR,57,app_event_video_clips,marketing,app_event_video_clips.update,PATCH,/v1/appEventVideoClips/{id},Update an app event video clip.
marketing,app-event,app_events__create,uygulama içi etkinlik · oluştur,oluştur,HAYIR,51,app_events,marketing,app_events.create,POST,/v1/appEvents,Create an app event.
marketing,app-event,app_events__delete,uygulama içi etkinlik · sil,sil,HAYIR,52,app_events,marketing,app_events.delete,DELETE,/v1/appEvents/{id},Delete an app event.
marketing,app-event,app_events__get,uygulama içi etkinlik · getir,getir,EVET,83,app_events,marketing,app_events.get,GET,/v1/appEvents/{id},Read one app event by ID.
marketing,app-event,app_events__localizations__list,uygulama içi etkinlik → dil metni · listele,listele,EVET,121,app_events,marketing,app_events.localizations.list,GET,/v1/appEvents/{id}/localizations,List the localizations belonging to an app event.
marketing,app-event,app_events__update,uygulama içi etkinlik · güncelle,güncelle,HAYIR,52,app_events,marketing,app_events.update,PATCH,/v1/appEvents/{id},Update an app event.
marketing,app-event,apps__app_events__list,uygulama → uygulama içi etkinlik · listele,listele,EVET,181,apps,apps,apps.app_events.list,GET,/v1/apps/{id}/appEvents,List the app events belonging to an app.
marketing,customer-review,app_store_versions__customer_reviews__list,App Store sürümü → müşteri yorumu · listele,listele,EVET,325,app_store_versions,versions,app_store_versions.customer_reviews.list,GET,/v1/appStoreVersions/{id}/customerReviews,List the customer reviews belonging to an App Store version.
marketing,customer-review,apps__customer_review_summarizations__list,uygulama → yorum özeti · listele,listele,EVET,178,apps,apps,apps.customer_review_summarizations.list,GET,/v1/apps/{id}/customerReviewSummarizations,List the customer review summarizations belonging to an app.
marketing,customer-review,apps__customer_reviews__list,uygulama → müşteri yorumu · listele,listele,EVET,332,apps,apps,apps.customer_reviews.list,GET,/v1/apps/{id}/customerReviews,List customer reviews for an app. Filter by rating or territory; sort by -createdDate for the newest.
marketing,customer-review,customer_review_responses__create,yoruma yanıt · oluştur,oluştur,HAYIR,74,customer_review_responses,reviews,customer_review_responses.create,POST,/v1/customerReviewResponses,Publish a developer response to a customer review. One response per review; use update to change it.
marketing,customer-review,customer_review_responses__delete,yoruma yanıt · sil,sil,HAYIR,61,customer_review_responses,reviews,customer_review_responses.delete,DELETE,/v1/customerReviewResponses/{id},Delete your response to a customer review.
marketing,customer-review,customer_review_responses__get,yoruma yanıt · getir,getir,EVET,89,customer_review_responses,reviews,customer_review_responses.get,GET,/v1/customerReviewResponses/{id},Read one customer review response by ID.
marketing,customer-review,customer_reviews__get,müşteri yorumu · getir,getir,EVET,89,customer_reviews,reviews,customer_reviews.get,GET,/v1/customerReviews/{id},Read one customer review by ID.
marketing,customer-review,customer_reviews__response__get,müşteri yorumu → yanıt · getir,getir,EVET,89,customer_reviews,reviews,customer_reviews.response.get,GET,/v1/customerReviews/{id}/response,Read the response for a customer review.
marketing,customer-review,reviews_ai__daily_briefing,"Summarise the last N days of reviews for an app: volume and rating trend (computed deterministically), top complaints, s",getir,EVET,60,(makro),reviews-ai,(elle yazılmış),-,-,"Summarise the last N days of reviews for an app: volume and rating trend (computed deterministically), top complaints, standout praise, one suggested action. Uses the client's own model. Read-only."
marketing,customer-review,reviews_ai__draft_response,Draft a reply to one customer review using the client's own model (MCP Sampling). Returns text only — never posts. Revie,getir,EVET,60,(makro),reviews-ai,(elle yazılmış),-,-,"Draft a reply to one customer review using the client's own model (MCP Sampling). Returns text only — never posts. Review the draft, then post it yourself with customer_review_responses__create if you approve it."
marketing,customer-review,reviews_ai__triage,"Fetch recent reviews for an app and group them by theme (bug, feature request, pricing complaint, praise, spam) using th",getir,EVET,60,(makro),reviews-ai,(elle yazılmış),-,-,"Fetch recent reviews for an app and group them by theme (bug, feature request, pricing complaint, praise, spam) using the client's own model. Read-only."
marketing,nominations,nominations__create,App Store öne çıkarma başvurusu · oluştur,oluştur,HAYIR,51,nominations,marketing,nominations.create,POST,/v1/nominations,Create a nomination.
marketing,nominations,nominations__delete,App Store öne çıkarma başvurusu · sil,sil,HAYIR,52,nominations,marketing,nominations.delete,DELETE,/v1/nominations/{id},Delete a nomination.
marketing,nominations,nominations__get,App Store öne çıkarma başvurusu · getir,getir,EVET,107,nominations,marketing,nominations.get,GET,/v1/nominations/{id},Read one nomination by ID.
marketing,nominations,nominations__list,App Store öne çıkarma başvurusu · listele,listele,EVET,313,nominations,marketing,nominations.list,GET,/v1/nominations,List nominations.
marketing,nominations,nominations__update,App Store öne çıkarma başvurusu · güncelle,güncelle,HAYIR,52,nominations,marketing,nominations.update,PATCH,/v1/nominations/{id},Update a nomination.
marketing,pp-custom,app_custom_product_page_localizations__app_preview_sets__list,özel ürün sayfası dil metni → önizleme seti · listele,listele,EVET,311,app_custom_product_page_localizations,marketing,app_custom_product_page_localizations.app_preview_sets.list,GET,/v1/appCustomProductPageLocalizations/{id}/appPreviewSets,List the app preview sets belonging to an app custom product page localization.
marketing,pp-custom,app_custom_product_page_localizations__app_screenshot_sets__list,özel ürün sayfası dil metni → ekran görüntüsü seti · listele,listele,EVET,438,app_custom_product_page_localizations,marketing,app_custom_product_page_localizations.app_screenshot_sets.list,GET,/v1/appCustomProductPageLocalizations/{id}/appScreenshotSets,List the app screenshot sets belonging to an app custom product page localization.
marketing,pp-custom,app_custom_product_page_localizations__create,özel ürün sayfası dil metni · oluştur,oluştur,HAYIR,64,app_custom_product_page_localizations,marketing,app_custom_product_page_localizations.create,POST,/v1/appCustomProductPageLocalizations,Create an app custom product page localization.
marketing,pp-custom,app_custom_product_page_localizations__delete,özel ürün sayfası dil metni · sil,sil,HAYIR,65,app_custom_product_page_localizations,marketing,app_custom_product_page_localizations.delete,DELETE,/v1/appCustomProductPageLocalizations/{id},Delete an app custom product page localization.
marketing,pp-custom,app_custom_product_page_localizations__get,özel ürün sayfası dil metni · getir,getir,EVET,113,app_custom_product_page_localizations,marketing,app_custom_product_page_localizations.get,GET,/v1/appCustomProductPageLocalizations/{id},Read one app custom product page localization by ID.
marketing,pp-custom,app_custom_product_page_localizations__search_keywords__add,özel ürün sayfası dil metni → arama anahtar kelimesi · ekle,ekle,HAYIR,73,app_custom_product_page_localizations,marketing,app_custom_product_page_localizations.search_keywords.add,POST,/v1/appCustomProductPageLocalizations/{id}/relationships/searchKeywords,Link search keywords to an app custom product page localization.
marketing,pp-custom,app_custom_product_page_localizations__search_keywords__list,özel ürün sayfası dil metni → arama anahtar kelimesi · listele,listele,EVET,133,app_custom_product_page_localizations,marketing,app_custom_product_page_localizations.search_keywords.list,GET,/v1/appCustomProductPageLocalizations/{id}/searchKeywords,List the search keywords belonging to an app custom product page localization.
marketing,pp-custom,app_custom_product_page_localizations__search_keywords__remove,özel ürün sayfası dil metni → arama anahtar kelimesi · çıkar,çıkar,HAYIR,74,app_custom_product_page_localizations,marketing,app_custom_product_page_localizations.search_keywords.remove,DELETE,/v1/appCustomProductPageLocalizations/{id}/relationships/searchKeywords,Unlink search keywords from an app custom product page localization.
marketing,pp-custom,app_custom_product_page_localizations__update,özel ürün sayfası dil metni · güncelle,güncelle,HAYIR,65,app_custom_product_page_localizations,marketing,app_custom_product_page_localizations.update,PATCH,/v1/appCustomProductPageLocalizations/{id},Update an app custom product page localization.
marketing,pp-custom,app_custom_product_page_versions__app_custom_product_page_localizations__list,özel ürün sayfası sürümü → özel ürün sayfası dil metni · listele,listele,EVET,173,app_custom_product_page_versions,marketing,app_custom_product_page_versions.app_custom_product_page_localizations.list,GET,/v1/appCustomProductPageVersions/{id}/appCustomProductPageLocalizations,List the app custom product page localizations belonging to an app custom product page version.
marketing,pp-custom,app_custom_product_page_versions__create,özel ürün sayfası sürümü · oluştur,oluştur,HAYIR,62,app_custom_product_page_versions,marketing,app_custom_product_page_versions.create,POST,/v1/appCustomProductPageVersions,Create an app custom product page version.
marketing,pp-custom,app_custom_product_page_versions__get,özel ürün sayfası sürümü · getir,getir,EVET,105,app_custom_product_page_versions,marketing,app_custom_product_page_versions.get,GET,/v1/appCustomProductPageVersions/{id},Read one app custom product page version by ID.
marketing,pp-custom,app_custom_product_page_versions__update,özel ürün sayfası sürümü · güncelle,güncelle,HAYIR,63,app_custom_product_page_versions,marketing,app_custom_product_page_versions.update,PATCH,/v1/appCustomProductPageVersions/{id},Update an app custom product page version.
marketing,pp-custom,app_custom_product_pages__app_custom_product_page_versions__list,özel ürün sayfası → özel ürün sayfası sürümü · listele,listele,EVET,197,app_custom_product_pages,marketing,app_custom_product_pages.app_custom_product_page_versions.list,GET,/v1/appCustomProductPages/{id}/appCustomProductPageVersions,List the app custom product page versions belonging to an app custom product page.
marketing,pp-custom,app_custom_product_pages__create,özel ürün sayfası · oluştur,oluştur,HAYIR,58,app_custom_product_pages,marketing,app_custom_product_pages.create,POST,/v1/appCustomProductPages,Create an app custom product page.
marketing,pp-custom,app_custom_product_pages__delete,özel ürün sayfası · sil,sil,HAYIR,59,app_custom_product_pages,marketing,app_custom_product_pages.delete,DELETE,/v1/appCustomProductPages/{id},Delete an app custom product page.
marketing,pp-custom,app_custom_product_pages__get,özel ürün sayfası · getir,getir,EVET,95,app_custom_product_pages,marketing,app_custom_product_pages.get,GET,/v1/appCustomProductPages/{id},Read one app custom product page by ID.
marketing,pp-custom,app_custom_product_pages__update,özel ürün sayfası · güncelle,güncelle,HAYIR,59,app_custom_product_pages,marketing,app_custom_product_pages.update,PATCH,/v1/appCustomProductPages/{id},Update an app custom product page.
marketing,pp-custom,apps__app_custom_product_pages__list,uygulama → özel ürün sayfası · listele,listele,EVET,141,apps,apps,apps.app_custom_product_pages.list,GET,/v1/apps/{id}/appCustomProductPages,List the app custom product pages belonging to an app.
marketing,pp-custom,apps__customer_reviews__list,uygulama → müşteri yorumu · listele,listele,EVET,332,apps,apps,apps.customer_reviews.list,GET,/v1/apps/{id}/customerReviews,List customer reviews for an app. Filter by rating or territory; sort by -createdDate for the newest.
marketing,pp-experiment,app_store_version_experiment_treatment_localizations__app_preview_sets__list,deney varyantı dil metni → önizleme seti · listele,listele,EVET,311,app_store_version_experiment_treatment_localizations,versions,app_store_version_experiment_treatment_localizations.app_preview_sets.list,GET,/v1/appStoreVersionExperimentTreatmentLocalizations/{id}/appPreviewSets,List the app preview sets belonging to an App Store version experiment treatment localization.
marketing,pp-experiment,app_store_version_experiment_treatment_localizations__app_screenshot_sets__list,deney varyantı dil metni → ekran görüntüsü seti · listele,listele,EVET,439,app_store_version_experiment_treatment_localizations,versions,app_store_version_experiment_treatment_localizations.app_screenshot_sets.list,GET,/v1/appStoreVersionExperimentTreatmentLocalizations/{id}/appScreenshotSets,List the app screenshot sets belonging to an App Store version experiment treatment localization.
marketing,pp-experiment,app_store_version_experiment_treatment_localizations__create,deney varyantı dil metni · oluştur,oluştur,HAYIR,72,app_store_version_experiment_treatment_localizations,versions,app_store_version_experiment_treatment_localizations.create,POST,/v1/appStoreVersionExperimentTreatmentLocalizations,Create an App Store version experiment treatment localization.
marketing,pp-experiment,app_store_version_experiment_treatment_localizations__delete,deney varyantı dil metni · sil,sil,HAYIR,73,app_store_version_experiment_treatment_localizations,versions,app_store_version_experiment_treatment_localizations.delete,DELETE,/v1/appStoreVersionExperimentTreatmentLocalizations/{id},Delete an App Store version experiment treatment localization.
marketing,pp-experiment,app_store_version_experiment_treatment_localizations__get,deney varyantı dil metni · getir,getir,EVET,118,app_store_version_experiment_treatment_localizations,versions,app_store_version_experiment_treatment_localizations.get,GET,/v1/appStoreVersionExperimentTreatmentLocalizations/{id},Read one App Store version experiment treatment localization by ID.
marketing,pp-experiment,app_store_version_experiment_treatments__app_store_version_experiment_treatment_localizations__list,deney varyantı → deney varyantı dil metni · listele,listele,EVET,182,app_store_version_experiment_treatments,versions,app_store_version_experiment_treatments.app_store_version_experiment_treatment_localizations.list,GET,/v1/appStoreVersionExperimentTreatments/{id}/appStoreVersionExperimentTreatmentLocalizations,List the App Store version experiment treatment localizations belonging to an App Store version experiment treatment.
marketing,pp-experiment,app_store_version_experiment_treatments__create,deney varyantı · oluştur,oluştur,HAYIR,65,app_store_version_experiment_treatments,versions,app_store_version_experiment_treatments.create,POST,/v1/appStoreVersionExperimentTreatments,Create an App Store version experiment treatment.
marketing,pp-experiment,app_store_version_experiment_treatments__delete,deney varyantı · sil,sil,HAYIR,66,app_store_version_experiment_treatments,versions,app_store_version_experiment_treatments.delete,DELETE,/v1/appStoreVersionExperimentTreatments/{id},Delete an App Store version experiment treatment.
marketing,pp-experiment,app_store_version_experiment_treatments__get,deney varyantı · getir,getir,EVET,120,app_store_version_experiment_treatments,versions,app_store_version_experiment_treatments.get,GET,/v1/appStoreVersionExperimentTreatments/{id},Read one App Store version experiment treatment by ID.
marketing,pp-experiment,app_store_version_experiment_treatments__update,deney varyantı · güncelle,güncelle,HAYIR,66,app_store_version_experiment_treatments,versions,app_store_version_experiment_treatments.update,PATCH,/v1/appStoreVersionExperimentTreatments/{id},Update an App Store version experiment treatment.
marketing,pp-experiment,app_store_version_experiments_v2__app_store_version_experiment_treatments__list,ürün sayfası deneyi → deney varyantı · listele,listele,EVET,159,app_store_version_experiments_v2,versions,app_store_version_experiments_v2.app_store_version_experiment_treatments.list,GET,/v2/appStoreVersionExperiments/{id}/appStoreVersionExperimentTreatments,List the App Store version experiment treatments belonging to an App Store version experiments (v2).
marketing,pp-experiment,app_store_version_experiments_v2__create,ürün sayfası deneyi · oluştur,oluştur,HAYIR,62,app_store_version_experiments_v2,versions,app_store_version_experiments_v2.create,POST,/v2/appStoreVersionExperiments,Create an App Store version experiments (v2).
marketing,pp-experiment,app_store_version_experiments_v2__delete,ürün sayfası deneyi · sil,sil,HAYIR,63,app_store_version_experiments_v2,versions,app_store_version_experiments_v2.delete,DELETE,/v2/appStoreVersionExperiments/{id},Delete an App Store version experiments (v2).
marketing,pp-experiment,app_store_version_experiments_v2__get,ürün sayfası deneyi · getir,getir,EVET,112,app_store_version_experiments_v2,versions,app_store_version_experiments_v2.get,GET,/v2/appStoreVersionExperiments/{id},Read one App Store version experiments (v2) by ID.
marketing,pp-experiment,app_store_version_experiments_v2__update,ürün sayfası deneyi · güncelle,güncelle,HAYIR,63,app_store_version_experiments_v2,versions,app_store_version_experiments_v2.update,PATCH,/v2/appStoreVersionExperiments/{id},Update an App Store version experiments (v2).
marketing,pp-experiment,app_store_versions__app_store_version_experiments_v2__list,App Store sürümü → ürün sayfası deneyi · listele,listele,EVET,199,app_store_versions,versions,app_store_versions.app_store_version_experiments_v2.list,GET,/v1/appStoreVersions/{id}/appStoreVersionExperimentsV2,List the App Store version experiments (v2) belonging to an App Store version.
marketing,pp-experiment,apps__app_store_version_experiments_v2__list,uygulama → ürün sayfası deneyi · listele,listele,EVET,192,apps,apps,apps.app_store_version_experiments_v2.list,GET,/v1/apps/{id}/appStoreVersionExperimentsV2,List the App Store version experiments (v2) belonging to an app.
marketing,pp-main,app_preview_sets__app_previews__list,önizleme seti → önizleme videosu · listele,listele,EVET,114,app_preview_sets,marketing,app_preview_sets.app_previews.list,GET,/v1/appPreviewSets/{id}/appPreviews,List the app previews belonging to an app preview set.
marketing,pp-main,app_preview_sets__app_previews__replace,önizleme seti → önizleme videosu · topluca değiştir,topluca değiştir,HAYIR,68,app_preview_sets,marketing,app_preview_sets.app_previews.replace,PATCH,/v1/appPreviewSets/{id}/relationships/appPreviews,Replace the full set of app previews linked to an app preview set.
marketing,pp-main,app_preview_sets__create,önizleme seti · oluştur,oluştur,HAYIR,54,app_preview_sets,marketing,app_preview_sets.create,POST,/v1/appPreviewSets,Create an app preview set.
marketing,pp-main,app_preview_sets__delete,önizleme seti · sil,sil,HAYIR,55,app_preview_sets,marketing,app_preview_sets.delete,DELETE,/v1/appPreviewSets/{id},Delete an app preview set.
marketing,pp-main,app_preview_sets__get,önizleme seti · getir,getir,EVET,114,app_preview_sets,marketing,app_preview_sets.get,GET,/v1/appPreviewSets/{id},Read one app preview set by ID.
marketing,pp-main,app_previews__create,önizleme videosu · oluştur,oluştur,HAYIR,52,app_previews,marketing,app_previews.create,POST,/v1/appPreviews,Create an app preview.
marketing,pp-main,app_previews__delete,önizleme videosu · sil,sil,HAYIR,53,app_previews,marketing,app_previews.delete,DELETE,/v1/appPreviews/{id},Delete an app preview.
marketing,pp-main,app_previews__get,önizleme videosu · getir,getir,EVET,84,app_previews,marketing,app_previews.get,GET,/v1/appPreviews/{id},Read one app preview by ID.
marketing,pp-main,app_previews__update,önizleme videosu · güncelle,güncelle,HAYIR,53,app_previews,marketing,app_previews.update,PATCH,/v1/appPreviews/{id},Update an app preview.
marketing,pp-main,app_screenshot_sets__app_screenshots__list,ekran görüntüsü seti → ekran görüntüsü · listele,listele,EVET,118,app_screenshot_sets,marketing,app_screenshot_sets.app_screenshots.list,GET,/v1/appScreenshotSets/{id}/appScreenshots,List the app screenshots belonging to an app screenshot set.
marketing,pp-main,app_screenshot_sets__app_screenshots__replace,ekran görüntüsü seti → ekran görüntüsü · topluca değiştir,topluca değiştir,HAYIR,71,app_screenshot_sets,marketing,app_screenshot_sets.app_screenshots.replace,PATCH,/v1/appScreenshotSets/{id}/relationships/appScreenshots,Replace the full set of app screenshots linked to an app screenshot set.
marketing,pp-main,app_screenshot_sets__create,ekran görüntüsü seti · oluştur,oluştur,HAYIR,79,app_screenshot_sets,marketing,app_screenshot_sets.create,POST,/v1/appScreenshotSets,"Create a screenshot set for one display size (e.g. APP_IPHONE_67) in a version localization, then upload screenshots into it."
marketing,pp-main,app_screenshot_sets__delete,ekran görüntüsü seti · sil,sil,HAYIR,56,app_screenshot_sets,marketing,app_screenshot_sets.delete,DELETE,/v1/appScreenshotSets/{id},Delete an app screenshot set.
marketing,pp-main,app_screenshot_sets__get,ekran görüntüsü seti · getir,getir,EVET,116,app_screenshot_sets,marketing,app_screenshot_sets.get,GET,/v1/appScreenshotSets/{id},Read one app screenshot set by ID.
marketing,pp-main,app_screenshots__create,ekran görüntüsü · oluştur,oluştur,HAYIR,89,app_screenshots,marketing,app_screenshots.create,POST,/v1/appScreenshots,"Upload a store listing screenshot: reserve the upload for a screenshot set, then transfer the image data. These are the screenshots customers see on the App Store page."
marketing,pp-main,app_screenshots__delete,ekran görüntüsü · sil,sil,HAYIR,54,app_screenshots,marketing,app_screenshots.delete,DELETE,/v1/appScreenshots/{id},Delete an app screenshot.
marketing,pp-main,app_screenshots__get,ekran görüntüsü · getir,getir,EVET,86,app_screenshots,marketing,app_screenshots.get,GET,/v1/appScreenshots/{id},Read one app screenshot by ID.
marketing,pp-main,app_screenshots__update,ekran görüntüsü · güncelle,güncelle,HAYIR,54,app_screenshots,marketing,app_screenshots.update,PATCH,/v1/appScreenshots/{id},Update an app screenshot.
monetization,app-price,app_price_points_v3__equalizations__list,uygulama fiyat noktası → diğer ülke karşılığı · listele,listele,EVET,142,app_price_points_v3,pricing,app_price_points_v3.equalizations.list,GET,/v3/appPricePoints/{id}/equalizations,List the equalizations belonging to an app price points v3.
monetization,app-price,app_price_points_v3__get,uygulama fiyat noktası · getir,getir,EVET,88,app_price_points_v3,pricing,app_price_points_v3.get,GET,/v3/appPricePoints/{id},Read one app price points v3 by ID.
monetization,app-price,app_price_schedules__automatic_prices__list,uygulama fiyat takvimi → otomatik fiyat · listele,listele,EVET,190,app_price_schedules,pricing,app_price_schedules.automatic_prices.list,GET,/v1/appPriceSchedules/{id}/automaticPrices,List the automatic prices belonging to an app price schedule.
monetization,app-price,app_price_schedules__base_territory__get,uygulama fiyat takvimi → temel ülke · getir,getir,EVET,64,app_price_schedules,pricing,app_price_schedules.base_territory.get,GET,/v1/appPriceSchedules/{id}/baseTerritory,Read the base territory for an app price schedule.
monetization,app-price,app_price_schedules__create,uygulama fiyat takvimi · oluştur,oluştur,HAYIR,86,app_price_schedules,pricing,app_price_schedules.create,POST,/v1/appPriceSchedules,Change or set an app's price: create a price schedule with base territory and manual prices. Find price point IDs with apps__app_price_points__list first.
monetization,app-price,app_price_schedules__get,uygulama fiyat takvimi · getir,getir,EVET,97,app_price_schedules,pricing,app_price_schedules.get,GET,/v1/appPriceSchedules/{id},Read one app price schedule by ID.
monetization,app-price,app_price_schedules__manual_prices__list,uygulama fiyat takvimi → elle girilen fiyat · listele,listele,EVET,189,app_price_schedules,pricing,app_price_schedules.manual_prices.list,GET,/v1/appPriceSchedules/{id}/manualPrices,List the manual prices belonging to an app price schedule.
monetization,app-price,apps__app_price_points__list,uygulama → app price points · listele,listele,EVET,162,apps,apps,apps.app_price_points.list,GET,/v1/apps/{id}/appPricePoints,List the allowed price points for an app's purchase price. Filter by territory (country) to find the price point ID matching the price you want to set.
monetization,app-price,apps__app_price_schedule__get,uygulama → uygulama fiyat takvimi · getir,getir,EVET,99,apps,apps,apps.app_price_schedule.get,GET,/v1/apps/{id}/appPriceSchedule,Read the app price schedule for an app.
monetization,subscriptions,pricing__set_subscription_price,"Change or set a subscription price in one territory (country) in a single step. Give it the app (name, bundle ID or Appl",yaz,HAYIR,60,(makro),pricing-makro,(elle yazılmış),-,-,"Change or set a subscription price in one territory (country) in a single step. Give it the app (name, bundle ID or Apple ID), the subscription (product ID or name), the territory (e.g. TUR, USA) and the price (e.g. ""99.99"") — it resolves the app, subscription and Apple price point internally and performs the one write. Use this instead of chaining apps__list / subscription_groups / price_points calls when the goal is simply ""set/raise/lower the price""."
monetization,iap,apps__in_app_purchases_v2__list,uygulama → uygulama içi satın alma · listele,listele,EVET,367,apps,apps,apps.in_app_purchases_v2.list,GET,/v1/apps/{id}/inAppPurchasesV2,List the in-app purchases (v2) belonging to an app.
monetization,iap,apps__promoted_purchases__list,uygulama → öne çıkarılan satın alma · listele,listele,EVET,115,apps,apps,apps.promoted_purchases.list,GET,/v1/apps/{id}/promotedPurchases,List the promoted purchases belonging to an app.
