profile,sub-profile,tools,ne_yapar,islem,salt_okunur,token,kaynak_kok,domain,operasyon,http,path,apple_aciklama
access,beta-testers,apps__beta_testers__remove,uygulama → beta testçisi · çıkar,çıkar,HAYIR,56,apps,apps,apps.beta_testers.remove,DELETE,/v1/apps/{id}/relationships/betaTesters,Unlink beta testers from an app.
access,beta-groups,beta_groups__beta_recruitment_criteria__get,beta grubu → testçi bulma kriteri · getir,getir,EVET,66,beta_groups,testflight,beta_groups.beta_recruitment_criteria.get,GET,/v1/betaGroups/{id}/betaRecruitmentCriteria,Read the beta recruitment criteria for a beta group.
access,beta-groups,beta_groups__beta_recruitment_criterion_compatible_build_check__get,beta grubu → beta recruitment criterion compatible build check · getir,getir,EVET,78,beta_groups,testflight,beta_groups.beta_recruitment_criterion_compatible_build_check.get,GET,/v1/betaGroups/{id}/betaRecruitmentCriterionCompatibleBuildCheck,Read the beta recruitment criterion compatible build check for a beta group.
access,beta-groups,beta_groups__beta_tester_usages__metrics,beta grubu → testçi kullanımı · ölçüm getir,ölçüm getir,EVET,190,beta_groups,testflight,beta_groups.beta_tester_usages.metrics,GET,/v1/betaGroups/{id}/metrics/betaTesterUsages,"Read beta tester usages metrics for a beta group. Returns aggregated time-series data, not individual records."
access,beta-groups,beta_groups__beta_testers__add,beta grubu → beta testçisi · ekle,ekle,HAYIR,61,beta_groups,testflight,beta_groups.beta_testers.add,POST,/v1/betaGroups/{id}/relationships/betaTesters,Add existing beta testers to a TestFlight group.
access,beta-groups,beta_groups__beta_testers__list,beta grubu → beta testçisi · listele,listele,EVET,80,beta_groups,testflight,beta_groups.beta_testers.list,GET,/v1/betaGroups/{id}/betaTesters,List the beta testers belonging to a beta group.
access,beta-groups,beta_groups__beta_testers__remove,beta grubu → beta testçisi · çıkar,çıkar,HAYIR,60,beta_groups,testflight,beta_groups.beta_testers.remove,DELETE,/v1/betaGroups/{id}/relationships/betaTesters,Unlink beta testers from a beta group.
access,beta-groups,beta_groups__builds__add,beta grubu → build · ekle,ekle,HAYIR,67,beta_groups,testflight,beta_groups.builds.add,POST,/v1/betaGroups/{id}/relationships/builds,Distribute a build to a TestFlight beta group so its testers can install it.
access,beta-groups,beta_groups__builds__list,beta grubu → build · listele,listele,EVET,77,beta_groups,testflight,beta_groups.builds.list,GET,/v1/betaGroups/{id}/builds,List the builds belonging to a beta group.
access,beta-groups,beta_groups__builds__remove,beta grubu → build · çıkar,çıkar,HAYIR,57,beta_groups,testflight,beta_groups.builds.remove,DELETE,/v1/betaGroups/{id}/relationships/builds,Unlink builds from a beta group.
access,beta-groups,beta_groups__create,beta grubu · oluştur,oluştur,HAYIR,74,beta_groups,testflight,beta_groups.create,POST,/v1/betaGroups,Create a TestFlight beta group. Internal groups are limited to team members; external groups require beta review.
access,beta-groups,beta_groups__delete,beta grubu · sil,sil,HAYIR,52,beta_groups,testflight,beta_groups.delete,DELETE,/v1/betaGroups/{id},Delete a beta group.
access,beta-groups,beta_groups__get,beta grubu · getir,getir,EVET,93,beta_groups,testflight,beta_groups.get,GET,/v1/betaGroups/{id},Read one beta group by ID.
access,beta-groups,beta_groups__list,beta grubu · listele,listele,EVET,362,beta_groups,testflight,beta_groups.list,GET,/v1/betaGroups,List beta groups.
access,beta-groups,beta_groups__public_link_usages__metrics,beta grubu → genel bağlantı kullanımı · ölçüm getir,ölçüm getir,EVET,102,beta_groups,testflight,beta_groups.public_link_usages.metrics,GET,/v1/betaGroups/{id}/metrics/publicLinkUsages,"Read public link usages metrics for a beta group. Returns aggregated time-series data, not individual records."
access,beta-groups,beta_groups__update,beta grubu · güncelle,güncelle,HAYIR,52,beta_groups,testflight,beta_groups.update,PATCH,/v1/betaGroups/{id},Update a beta group.
access,beta-groups,beta_recruitment_criteria__create,testçi bulma kriteri · oluştur,oluştur,HAYIR,58,beta_recruitment_criteria,testflight,beta_recruitment_criteria.create,POST,/v1/betaRecruitmentCriteria,Create a beta recruitment criteria.
access,beta-groups,beta_recruitment_criteria__delete,testçi bulma kriteri · sil,sil,HAYIR,59,beta_recruitment_criteria,testflight,beta_recruitment_criteria.delete,DELETE,/v1/betaRecruitmentCriteria/{id},Delete a beta recruitment criteria.
access,beta-groups,beta_recruitment_criteria__update,testçi bulma kriteri · güncelle,güncelle,HAYIR,59,beta_recruitment_criteria,testflight,beta_recruitment_criteria.update,PATCH,/v1/betaRecruitmentCriteria/{id},Update a beta recruitment criteria.
access,beta-groups,beta_recruitment_criterion_options__list,beta recruitment criterion options · listele,listele,EVET,80,beta_recruitment_criterion_options,testflight,beta_recruitment_criterion_options.list,GET,/v1/betaRecruitmentCriterionOptions,List beta recruitment criterion options.
access,beta-testers,beta_tester_invitations__create,testçi daveti · oluştur,oluştur,HAYIR,68,beta_tester_invitations,testflight,beta_tester_invitations.create,POST,/v1/betaTesterInvitations,Re-send a TestFlight invitation email to a tester who has not accepted yet.
access,beta-testers,beta_testers__apps__list,beta testçisi → uygulama · listele,listele,EVET,77,beta_testers,testflight,beta_testers.apps.list,GET,/v1/betaTesters/{id}/apps,List the apps belonging to a beta tester.
access,beta-testers,beta_testers__apps__remove,beta testçisi → uygulama · çıkar,çıkar,HAYIR,56,beta_testers,testflight,beta_testers.apps.remove,DELETE,/v1/betaTesters/{id}/relationships/apps,Unlink apps from a beta tester.
access,beta-testers,beta_testers__beta_groups__add,beta testçisi → beta grubu · ekle,ekle,HAYIR,58,beta_testers,testflight,beta_testers.beta_groups.add,POST,/v1/betaTesters/{id}/relationships/betaGroups,Link beta groups to a beta tester.
access,beta-testers,beta_testers__beta_groups__list,beta testçisi → beta grubu · listele,listele,EVET,80,beta_testers,testflight,beta_testers.beta_groups.list,GET,/v1/betaTesters/{id}/betaGroups,List the beta groups belonging to a beta tester.
access,beta-testers,beta_testers__beta_groups__remove,beta testçisi → beta grubu · çıkar,çıkar,HAYIR,60,beta_testers,testflight,beta_testers.beta_groups.remove,DELETE,/v1/betaTesters/{id}/relationships/betaGroups,Unlink beta groups from a beta tester.
access,beta-testers,beta_testers__beta_tester_usages__metrics,beta testçisi → testçi kullanımı · ölçüm getir,ölçüm getir,EVET,162,beta_testers,testflight,beta_testers.beta_tester_usages.metrics,GET,/v1/betaTesters/{id}/metrics/betaTesterUsages,"Read beta tester usages metrics for a beta tester. Returns aggregated time-series data, not individual records."
access,beta-testers,beta_testers__builds__add,beta testçisi → build · ekle,ekle,HAYIR,55,beta_testers,testflight,beta_testers.builds.add,POST,/v1/betaTesters/{id}/relationships/builds,Link builds to a beta tester.
access,beta-testers,beta_testers__builds__list,beta testçisi → build · listele,listele,EVET,78,beta_testers,testflight,beta_testers.builds.list,GET,/v1/betaTesters/{id}/builds,List the builds belonging to a beta tester.
access,beta-testers,beta_testers__builds__remove,beta testçisi → build · çıkar,çıkar,HAYIR,57,beta_testers,testflight,beta_testers.builds.remove,DELETE,/v1/betaTesters/{id}/relationships/builds,Unlink builds from a beta tester.
access,beta-testers,beta_testers__create,beta testçisi · oluştur,oluştur,HAYIR,66,beta_testers,testflight,beta_testers.create,POST,/v1/betaTesters,Invite a new TestFlight tester by email and add them to one or more beta groups.
access,beta-testers,beta_testers__delete,beta testçisi · sil,sil,HAYIR,52,beta_testers,testflight,beta_testers.delete,DELETE,/v1/betaTesters/{id},Delete a beta tester.
access,beta-testers,beta_testers__get,beta testçisi · getir,getir,EVET,87,beta_testers,testflight,beta_testers.get,GET,/v1/betaTesters/{id},Read one beta tester by ID.
access,beta-testers,beta_testers__list,beta testçisi · listele,listele,EVET,350,beta_testers,testflight,beta_testers.list,GET,/v1/betaTesters,List beta testers.
access,beta-testers,build_beta_notifications__create,testçi bildirimi · oluştur,oluştur,HAYIR,57,build_beta_notifications,testflight,build_beta_notifications.create,POST,/v1/buildBetaNotifications,Create a build beta notification.
access,beta-testers,builds__beta_groups__add,build → beta grubu · ekle,ekle,HAYIR,55,builds,builds,builds.beta_groups.add,POST,/v1/builds/{id}/relationships/betaGroups,Link beta groups to a build.
access,beta-testers,builds__beta_groups__remove,build → beta grubu · çıkar,çıkar,HAYIR,57,builds,builds,builds.beta_groups.remove,DELETE,/v1/builds/{id}/relationships/betaGroups,Unlink beta groups from a build.
access,beta-testers,builds__individual_testers__add,build → tekil testçi · ekle,ekle,HAYIR,58,builds,builds,builds.individual_testers.add,POST,/v1/builds/{id}/relationships/individualTesters,Link individual testers to a build.
access,beta-testers,builds__individual_testers__list,build → tekil testçi · listele,listele,EVET,81,builds,builds,builds.individual_testers.list,GET,/v1/builds/{id}/individualTesters,List the individual testers belonging to a build.
access,beta-testers,builds__individual_testers__remove,build → tekil testçi · çıkar,çıkar,HAYIR,60,builds,builds,builds.individual_testers.remove,DELETE,/v1/builds/{id}/relationships/individualTesters,Unlink individual testers from a build.
monetization,iap,sandbox_testers_clear_purchase_history_request_v2__create,sandbox satın alma geçmişini temizle · oluştur,oluştur,HAYIR,71,sandbox_testers_clear_purchase_history_request_v2,sandbox,sandbox_testers_clear_purchase_history_request_v2.create,POST,/v2/sandboxTestersClearPurchaseHistoryRequest,Create a sandbox testers clear purchase history request (v2).
monetization,iap,sandbox_testers_v2__list,sandbox test hesabı · listele,listele,EVET,72,sandbox_testers_v2,sandbox,sandbox_testers_v2.list,GET,/v2/sandboxTesters,List sandbox testers (v2).
monetization,iap,sandbox_testers_v2__update,sandbox test hesabı · güncelle,güncelle,HAYIR,56,sandbox_testers_v2,sandbox,sandbox_testers_v2.update,PATCH,/v2/sandboxTesters/{id},Update a sandbox testers (v2).
access,users,actors__get,işlemi yapan · getir,getir,EVET,50,actors,users,actors.get,GET,/v1/actors/{id},Read one actor by ID.
access,users,actors__list,işlemi yapan · listele,listele,EVET,87,actors,users,actors.list,GET,/v1/actors,List actors.
access,users,user_invitations__create,takım daveti · oluştur,oluştur,HAYIR,53,user_invitations,users,user_invitations.create,POST,/v1/userInvitations,Create a user invitation.
access,users,user_invitations__delete,takım daveti · sil,sil,HAYIR,54,user_invitations,users,user_invitations.delete,DELETE,/v1/userInvitations/{id},Delete a user invitation.
access,users,user_invitations__get,takım daveti · getir,getir,EVET,85,user_invitations,users,user_invitations.get,GET,/v1/userInvitations/{id},Read one user invitation by ID.
access,users,user_invitations__list,takım daveti · listele,listele,EVET,271,user_invitations,users,user_invitations.list,GET,/v1/userInvitations,List user invitations.
access,users,user_invitations__visible_apps__list,takım daveti → görebildiği uygulama · listele,listele,EVET,83,user_invitations,users,user_invitations.visible_apps.list,GET,/v1/userInvitations/{id}/visibleApps,List the visible apps belonging to a user invitation.
access,users,users__delete,takım üyesi · sil,sil,HAYIR,49,users,users,users.delete,DELETE,/v1/users/{id},Delete a user.
access,users,users__get,takım üyesi · getir,getir,EVET,80,users,users,users.get,GET,/v1/users/{id},Read one user by ID.
access,users,users__list,takım üyesi · listele,listele,EVET,282,users,users,users.list,GET,/v1/users,List team members with access to your App Store Connect account.
access,users,users__update,takım üyesi · güncelle,güncelle,HAYIR,49,users,users,users.update,PATCH,/v1/users/{id},Update a user.
access,users,users__visible_apps__add,takım üyesi → görebildiği uygulama · ekle,ekle,HAYIR,55,users,users,users.visible_apps.add,POST,/v1/users/{id}/relationships/visibleApps,Link visible apps to a user.
access,users,users__visible_apps__list,takım üyesi → görebildiği uygulama · listele,listele,EVET,77,users,users,users.visible_apps.list,GET,/v1/users/{id}/visibleApps,List the visible apps belonging to a user.
access,users,users__visible_apps__remove,takım üyesi → görebildiği uygulama · çıkar,çıkar,HAYIR,57,users,users,users.visible_apps.remove,DELETE,/v1/users/{id}/relationships/visibleApps,Unlink visible apps from a user.
access,users,users__visible_apps__replace,takım üyesi → görebildiği uygulama · topluca değiştir,topluca değiştir,HAYIR,62,users,users,users.visible_apps.replace,PATCH,/v1/users/{id}/relationships/visibleApps,Replace the full set of visible apps linked to a user.
accessibility,,accessibility_declarations__create,erişilebilirlik beyanı · oluştur,oluştur,HAYIR,59,accessibility_declarations,apps,accessibility_declarations.create,POST,/v1/accessibilityDeclarations,Create an accessibility declaration.
accessibility,,accessibility_declarations__delete,erişilebilirlik beyanı · sil,sil,HAYIR,60,accessibility_declarations,apps,accessibility_declarations.delete,DELETE,/v1/accessibilityDeclarations/{id},Delete an accessibility declaration.
accessibility,,accessibility_declarations__get,erişilebilirlik beyanı · getir,getir,EVET,60,accessibility_declarations,apps,accessibility_declarations.get,GET,/v1/accessibilityDeclarations/{id},Read one accessibility declaration by ID.
accessibility,,accessibility_declarations__update,erişilebilirlik beyanı · güncelle,güncelle,HAYIR,60,accessibility_declarations,apps,accessibility_declarations.update,PATCH,/v1/accessibilityDeclarations/{id},Update an accessibility declaration.
accessibility,,apps__accessibility_declarations__list,uygulama → erişilebilirlik beyanı · listele,listele,EVET,156,apps,apps,apps.accessibility_declarations.list,GET,/v1/apps/{id}/accessibilityDeclarations,List the accessibility declarations belonging to an app.
agreements,,apps__beta_license_agreement__get,uygulama → beta lisans sözleşmesi · getir,getir,EVET,61,apps,apps,apps.beta_license_agreement.get,GET,/v1/apps/{id}/betaLicenseAgreement,Read the beta license agreement for an app.
agreements,,apps__end_user_license_agreement__get,uygulama → EULA · getir,getir,EVET,63,apps,apps,apps.end_user_license_agreement.get,GET,/v1/apps/{id}/endUserLicenseAgreement,Read the end user license agreement for an app.
agreements,,beta_license_agreements__app__get,beta lisans sözleşmesi → uygulama · getir,getir,EVET,61,beta_license_agreements,testflight,beta_license_agreements.app.get,GET,/v1/betaLicenseAgreements/{id}/app,Read the app for a beta license agreement.
agreements,,beta_license_agreements__get,beta lisans sözleşmesi · getir,getir,EVET,87,beta_license_agreements,testflight,beta_license_agreements.get,GET,/v1/betaLicenseAgreements/{id},Read one beta license agreement by ID.
agreements,,beta_license_agreements__list,beta lisans sözleşmesi · listele,listele,EVET,125,beta_license_agreements,testflight,beta_license_agreements.list,GET,/v1/betaLicenseAgreements,List beta license agreements.
agreements,,beta_license_agreements__update,beta lisans sözleşmesi · güncelle,güncelle,HAYIR,58,beta_license_agreements,testflight,beta_license_agreements.update,PATCH,/v1/betaLicenseAgreements/{id},Update a beta license agreement.
agreements,,end_user_license_agreements__create,EULA · oluştur,oluştur,HAYIR,59,end_user_license_agreements,apps,end_user_license_agreements.create,POST,/v1/endUserLicenseAgreements,Create an end user license agreement.
agreements,,end_user_license_agreements__delete,EULA · sil,sil,HAYIR,60,end_user_license_agreements,apps,end_user_license_agreements.delete,DELETE,/v1/endUserLicenseAgreements/{id},Delete an end user license agreement.
agreements,,end_user_license_agreements__get,EULA · getir,getir,EVET,92,end_user_license_agreements,apps,end_user_license_agreements.get,GET,/v1/endUserLicenseAgreements/{id},Read one end user license agreement by ID.
agreements,,end_user_license_agreements__territories__list,EULA → ülke/bölge · listele,listele,EVET,88,end_user_license_agreements,apps,end_user_license_agreements.territories.list,GET,/v1/endUserLicenseAgreements/{id}/territories,List the territories belonging to an end user license agreement.
agreements,,end_user_license_agreements__update,EULA · güncelle,güncelle,HAYIR,60,end_user_license_agreements,apps,end_user_license_agreements.update,PATCH,/v1/endUserLicenseAgreements/{id},Update an end user license agreement.
analytics,,analytics_report_instances__get,analiz raporu örneği · getir,getir,EVET,60,analytics_report_instances,analytics,analytics_report_instances.get,GET,/v1/analyticsReportInstances/{id},Read one analytics report instance by ID.
analytics,,analytics_report_instances__segments__list,analiz raporu örneği → parça · listele,listele,EVET,86,analytics_report_instances,analytics,analytics_report_instances.segments.list,GET,/v1/analyticsReportInstances/{id}/segments,List the segments belonging to an analytics report instance.
analytics,,analytics_report_requests__create,analiz raporu isteği · oluştur,oluştur,HAYIR,58,analytics_report_requests,analytics,analytics_report_requests.create,POST,/v1/analyticsReportRequests,Create an analytics report request.
analytics,,analytics_report_requests__delete,analiz raporu isteği · sil,sil,HAYIR,59,analytics_report_requests,analytics,analytics_report_requests.delete,DELETE,/v1/analyticsReportRequests/{id},Delete an analytics report request.
analytics,,analytics_report_requests__get,analiz raporu isteği · getir,getir,EVET,89,analytics_report_requests,analytics,analytics_report_requests.get,GET,/v1/analyticsReportRequests/{id},Read one analytics report request by ID.
analytics,,analytics_report_requests__reports__list,analiz raporu isteği → rapor · listele,listele,EVET,150,analytics_report_requests,analytics,analytics_report_requests.reports.list,GET,/v1/analyticsReportRequests/{id}/reports,List the reports belonging to an analytics report request.
analytics,,analytics_report_segments__get,analiz raporu parçası · getir,getir,EVET,60,analytics_report_segments,analytics,analytics_report_segments.get,GET,/v1/analyticsReportSegments/{id},Read one analytics report segment by ID.
analytics,,analytics_reports__get,analiz raporu · getir,getir,EVET,56,analytics_reports,analytics,analytics_reports.get,GET,/v1/analyticsReports/{id},Read one analytics report by ID.
analytics,,analytics_reports__instances__list,analiz raporu → örnek · listele,listele,EVET,141,analytics_reports,analytics,analytics_reports.instances.list,GET,/v1/analyticsReports/{id}/instances,List the instances belonging to an analytics report.
analytics,,apps__analytics_report_requests__list,uygulama → analiz raporu isteği · listele,listele,EVET,146,apps,apps,apps.analytics_report_requests.list,GET,/v1/apps/{id}/analyticsReportRequests,List the analytics report requests belonging to an app.
analytics,,diagnostic_signatures__logs__list,kilitlenme imzası → logs · listele,listele,EVET,81,diagnostic_signatures,analytics,diagnostic_signatures.logs.list,GET,/v1/diagnosticSignatures/{id}/logs,List the logs belonging to a diagnostic signature.
analytics,,finance_reports__list,finans raporu · listele,listele,EVET,192,finance_reports,analytics,finance_reports.list,GET,/v1/financeReports,Download a finance report as gzipped TSV. Requires ASC_VENDOR_NUMBER and a Finance role on the API key.
analytics,,sales_reports__list,satış raporu · listele,listele,EVET,313,sales_reports,analytics,sales_reports.list,GET,/v1/salesReports,Download a sales or subscription report as gzipped TSV. Requires ASC_VENDOR_NUMBER and a Finance or Sales role on the API key.
android-to-ios,,android_to_ios_app_mapping_details__create,Android→iOS uygulama eşlemesi · oluştur,oluştur,HAYIR,63,android_to_ios_app_mapping_details,apps,android_to_ios_app_mapping_details.create,POST,/v1/androidToIosAppMappingDetails,Create an android to iOS app mapping detail.
android-to-ios,,android_to_ios_app_mapping_details__delete,Android→iOS uygulama eşlemesi · sil,sil,HAYIR,64,android_to_ios_app_mapping_details,apps,android_to_ios_app_mapping_details.delete,DELETE,/v1/androidToIosAppMappingDetails/{id},Delete an android to iOS app mapping detail.
android-to-ios,,android_to_ios_app_mapping_details__get,Android→iOS uygulama eşlemesi · getir,getir,EVET,64,android_to_ios_app_mapping_details,apps,android_to_ios_app_mapping_details.get,GET,/v1/androidToIosAppMappingDetails/{id},Read one android to iOS app mapping detail by ID.
android-to-ios,,android_to_ios_app_mapping_details__update,Android→iOS uygulama eşlemesi · güncelle,güncelle,HAYIR,64,android_to_ios_app_mapping_details,apps,android_to_ios_app_mapping_details.update,PATCH,/v1/androidToIosAppMappingDetails/{id},Update an android to iOS app mapping detail.
android-to-ios,,apps__android_to_ios_app_mapping_details__list,uygulama → Android→iOS uygulama eşlemesi · listele,listele,EVET,88,apps,apps,apps.android_to_ios_app_mapping_details.list,GET,/v1/apps/{id}/androidToIosAppMappingDetails,List the android to iOS app mapping details belonging to an app.
app-clips,,app_clip_advanced_experience_images__create,App Clip gelişmiş deneyim görseli · oluştur,oluştur,HAYIR,63,app_clip_advanced_experience_images,versions,app_clip_advanced_experience_images.create,POST,/v1/appClipAdvancedExperienceImages,Create an App Clip advanced experience image.
app-clips,,app_clip_advanced_experience_images__get,App Clip gelişmiş deneyim görseli · getir,getir,EVET,65,app_clip_advanced_experience_images,versions,app_clip_advanced_experience_images.get,GET,/v1/appClipAdvancedExperienceImages/{id},Read one App Clip advanced experience image by ID.
app-clips,,app_clip_advanced_experience_images__update,App Clip gelişmiş deneyim görseli · güncelle,güncelle,HAYIR,64,app_clip_advanced_experience_images,versions,app_clip_advanced_experience_images.update,PATCH,/v1/appClipAdvancedExperienceImages/{id},Update an App Clip advanced experience image.
app-clips,,app_clip_advanced_experiences__create,App Clip gelişmiş deneyimi · oluştur,oluştur,HAYIR,60,app_clip_advanced_experiences,versions,app_clip_advanced_experiences.create,POST,/v1/appClipAdvancedExperiences,Create an App Clip advanced experience.
app-clips,,app_clip_advanced_experiences__get,App Clip gelişmiş deneyimi · getir,getir,EVET,98,app_clip_advanced_experiences,versions,app_clip_advanced_experiences.get,GET,/v1/appClipAdvancedExperiences/{id},Read one App Clip advanced experience by ID.
app-clips,,app_clip_advanced_experiences__update,App Clip gelişmiş deneyimi · güncelle,güncelle,HAYIR,61,app_clip_advanced_experiences,versions,app_clip_advanced_experiences.update,PATCH,/v1/appClipAdvancedExperiences/{id},Update an App Clip advanced experience.
app-clips,,app_clip_app_store_review_details__create,App Clip inceleme bilgisi · oluştur,oluştur,HAYIR,62,app_clip_app_store_review_details,versions,app_clip_app_store_review_details.create,POST,/v1/appClipAppStoreReviewDetails,Create an App Clip App Store review detail.
app-clips,,app_clip_app_store_review_details__get,App Clip inceleme bilgisi · getir,getir,EVET,97,app_clip_app_store_review_details,versions,app_clip_app_store_review_details.get,GET,/v1/appClipAppStoreReviewDetails/{id},Read one App Clip App Store review detail by ID.
app-clips,,app_clip_app_store_review_details__update,App Clip inceleme bilgisi · güncelle,güncelle,HAYIR,63,app_clip_app_store_review_details,versions,app_clip_app_store_review_details.update,PATCH,/v1/appClipAppStoreReviewDetails/{id},Update an App Clip App Store review detail.
app-clips,,app_clip_default_experience_localizations__app_clip_header_image__get,App Clip deneyim dil metni → App Clip başlık görseli · getir,getir,EVET,115,app_clip_default_experience_localizations,versions,app_clip_default_experience_localizations.app_clip_header_image.get,GET,/v1/appClipDefaultExperienceLocalizations/{id}/appClipHeaderImage,Read the App Clip header image for an App Clip default experience localization.
app-clips,,app_clip_default_experience_localizations__create,App Clip deneyim dil metni · oluştur,oluştur,HAYIR,66,app_clip_default_experience_localizations,versions,app_clip_default_experience_localizations.create,POST,/v1/appClipDefaultExperienceLocalizations,Create an App Clip default experience localization.
app-clips,,app_clip_default_experience_localizations__delete,App Clip deneyim dil metni · sil,sil,HAYIR,67,app_clip_default_experience_localizations,versions,app_clip_default_experience_localizations.delete,DELETE,/v1/appClipDefaultExperienceLocalizations/{id},Delete an App Clip default experience localization.
app-clips,,app_clip_default_experience_localizations__get,App Clip deneyim dil metni · getir,getir,EVET,106,app_clip_default_experience_localizations,versions,app_clip_default_experience_localizations.get,GET,/v1/appClipDefaultExperienceLocalizations/{id},Read one App Clip default experience localization by ID.
app-clips,,app_clip_default_experience_localizations__update,App Clip deneyim dil metni · güncelle,güncelle,HAYIR,67,app_clip_default_experience_localizations,versions,app_clip_default_experience_localizations.update,PATCH,/v1/appClipDefaultExperienceLocalizations/{id},Update an App Clip default experience localization.
app-clips,,app_clip_default_experiences__app_clip_app_store_review_detail__get,App Clip varsayılan deneyimi → App Clip inceleme bilgisi · getir,getir,EVET,111,app_clip_default_experiences,versions,app_clip_default_experiences.app_clip_app_store_review_detail.get,GET,/v1/appClipDefaultExperiences/{id}/appClipAppStoreReviewDetail,Read the App Clip App Store review detail for an App Clip default experience.
app-clips,,app_clip_default_experiences__app_clip_default_experience_localizations__list,App Clip varsayılan deneyimi → App Clip deneyim dil metni · listele,listele,EVET,164,app_clip_default_experiences,versions,app_clip_default_experiences.app_clip_default_experience_localizations.list,GET,/v1/appClipDefaultExperiences/{id}/appClipDefaultExperienceLocalizations,List the App Clip default experience localizations belonging to an App Clip default experience.
app-clips,,app_clip_default_experiences__create,App Clip varsayılan deneyimi · oluştur,oluştur,HAYIR,60,app_clip_default_experiences,versions,app_clip_default_experiences.create,POST,/v1/appClipDefaultExperiences,Create an App Clip default experience.
app-clips,,app_clip_default_experiences__delete,App Clip varsayılan deneyimi · sil,sil,HAYIR,61,app_clip_default_experiences,versions,app_clip_default_experiences.delete,DELETE,/v1/appClipDefaultExperiences/{id},Delete an App Clip default experience.
app-clips,,app_clip_default_experiences__get,App Clip varsayılan deneyimi · getir,getir,EVET,115,app_clip_default_experiences,versions,app_clip_default_experiences.get,GET,/v1/appClipDefaultExperiences/{id},Read one App Clip default experience by ID.
app-clips,,app_clip_default_experiences__release_with_app_store_version__get,App Clip varsayılan deneyimi → release with app store version · getir,getir,EVET,176,app_clip_default_experiences,versions,app_clip_default_experiences.release_with_app_store_version.get,GET,/v1/appClipDefaultExperiences/{id}/releaseWithAppStoreVersion,Read the release with App Store version for an App Clip default experience.
app-clips,,app_clip_default_experiences__release_with_app_store_version__set,App Clip varsayılan deneyimi → release with app store version · ata,ata,HAYIR,78,app_clip_default_experiences,versions,app_clip_default_experiences.release_with_app_store_version.set,PATCH,/v1/appClipDefaultExperiences/{id}/relationships/releaseWithAppStoreVersion,Set the release with App Store version linked to an App Clip default experience.
app-clips,,app_clip_default_experiences__update,App Clip varsayılan deneyimi · güncelle,güncelle,HAYIR,61,app_clip_default_experiences,versions,app_clip_default_experiences.update,PATCH,/v1/appClipDefaultExperiences/{id},Update an App Clip default experience.
app-clips,,app_clip_header_images__create,App Clip başlık görseli · oluştur,oluştur,HAYIR,57,app_clip_header_images,versions,app_clip_header_images.create,POST,/v1/appClipHeaderImages,Create an App Clip header image.
app-clips,,app_clip_header_images__delete,App Clip başlık görseli · sil,sil,HAYIR,58,app_clip_header_images,versions,app_clip_header_images.delete,DELETE,/v1/appClipHeaderImages/{id},Delete an App Clip header image.
app-clips,,app_clip_header_images__get,App Clip başlık görseli · getir,getir,EVET,95,app_clip_header_images,versions,app_clip_header_images.get,GET,/v1/appClipHeaderImages/{id},Read one App Clip header image by ID.
app-clips,,app_clip_header_images__update,App Clip başlık görseli · güncelle,güncelle,HAYIR,58,app_clip_header_images,versions,app_clip_header_images.update,PATCH,/v1/appClipHeaderImages/{id},Update an App Clip header image.
app-clips,,app_clips__app_clip_advanced_experiences__list,App Clip → App Clip gelişmiş deneyimi · listele,listele,EVET,225,app_clips,versions,app_clips.app_clip_advanced_experiences.list,GET,/v1/appClips/{id}/appClipAdvancedExperiences,List the App Clip advanced experiences belonging to an App Clip.
app-clips,,app_clips__app_clip_default_experiences__list,App Clip → App Clip varsayılan deneyimi · listele,listele,EVET,181,app_clips,versions,app_clips.app_clip_default_experiences.list,GET,/v1/appClips/{id}/appClipDefaultExperiences,List the App Clip default experiences belonging to an App Clip.
app-clips,,app_clips__get,App Clip · getir,getir,EVET,87,app_clips,versions,app_clips.get,GET,/v1/appClips/{id},Read one App Clip by ID.
app-clips,,app_store_versions__app_clip_default_experience__get,App Store sürümü → App Clip varsayılan deneyimi · getir,getir,EVET,124,app_store_versions,versions,app_store_versions.app_clip_default_experience.get,GET,/v1/appStoreVersions/{id}/appClipDefaultExperience,Read the App Clip default experience for an App Store version.
app-clips,,app_store_versions__app_clip_default_experience__set,App Store sürümü → App Clip varsayılan deneyimi · ata,ata,HAYIR,72,app_store_versions,versions,app_store_versions.app_clip_default_experience.set,PATCH,/v1/appStoreVersions/{id}/relationships/appClipDefaultExperience,Set the App Clip default experience linked to an App Store version.
app-clips,,apps__app_clips__list,uygulama → App Clip · listele,listele,EVET,134,apps,apps,apps.app_clips.list,GET,/v1/apps/{id}/appClips,List the App Clips belonging to an app.
app-clips,,beta_app_clip_invocation_localizations__create,beta app clip invocation localizations · oluştur,oluştur,HAYIR,64,beta_app_clip_invocation_localizations,testflight,beta_app_clip_invocation_localizations.create,POST,/v1/betaAppClipInvocationLocalizations,Create a beta App Clip invocation localization.
app-clips,,beta_app_clip_invocation_localizations__delete,beta app clip invocation localizations · sil,sil,HAYIR,65,beta_app_clip_invocation_localizations,testflight,beta_app_clip_invocation_localizations.delete,DELETE,/v1/betaAppClipInvocationLocalizations/{id},Delete a beta App Clip invocation localization.
